id,authors,description,number,rubygem_id,built_at,updated_at,summary,platform,created_at,indexed,prerelease,position,latest,full_name,licenses,size,requirements,required_ruby_version,sha256,metadata,required_rubygems_version,yanked_at,info_checksum,yanked_info_checksum,pusher_id,canonical_number,cert_chain,pusher_api_key_id,gem_platform,gem_full_name,spec_sha256
1952264,Masahito Suzuki,"A high-performance pure Ruby Red-Black Tree implementation. Features: O(1) key
lookup via hybrid hash index, O(log n) insert/delete, lazy Enumerator-based
range queries (lt/gt/between), nearest/prev/succ search, memory-efficient node
pooling, and MultiRBTree for duplicate keys with first/last value access.
",0.2.1,239220,1980-01-02 00:00:00,2026-01-14 01:00:22.734601,"A pure Ruby Red-Black Tree with O(1) lookup, range queries, and multi-value support",ruby,2026-01-14 01:00:21.625654,t,f,5,f,rbtree-ruby-0.2.1,"---
- MIT
",24064,"--- []
",>= 3.0.0,wihEKi4DKDG9vzOC6H9bhf+6854l3aOYi7vxPmF6Bdg=,"""homepage_uri""=>""https://github.com/firelzrd/rbtree-ruby"", ""changelog_uri""=>""https://github.com/firelzrd/rbtree-ruby/blob/main/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/firelzrd/rbtree-ruby""",>= 0,,0232d716f1ad1e5b55976b490a58bddb,,240799,0.2.1,,248484,ruby,rbtree-ruby-0.2.1,529jflRAZUJlC2ac28IjW6CO3W6lzh0QilqzMGJQI0I=
1952265,Aha! Labs Inc.,"A Ruby gem providing convenient access to the authentication API for session validation, user management, and authentication flows.",1.0.10,238789,2026-01-14 00:00:00,2026-01-14 01:22:00.52431,Ruby client for Aha! Builder core services,ruby,2026-01-14 01:21:59.893815,t,f,5,f,aha_builder_core-1.0.10,"---
- MIT
",16384,"--- []
",>= 3.2.0,yA+gbQ5gwnAMRIEtju5QfjNxBjMxjvKHkzDiU+kJXn0=,"""rubygems_mfa_required""=>""true""",>= 0,,660b0765825c46ae0bd795596d19c449,,237800,1.0.10,,247855,ruby,aha_builder_core-1.0.10,MNUX3BzK8aOtfTiYKQln9h5p4qblZi12UuICWrSipYA=
1952266,John Mair (banisterfiend),"Pry Doc is a Pry REPL plugin. It provides extended documentation support for the
REPL by means of improving the `show-doc` and `show-source` commands. With help
of the plugin the commands are be able to display the source code and the docs
of Ruby methods and classes implemented in C.
documentation
",1.7.0,39280,1980-01-02 00:00:00,2026-01-14 01:25:48.227444,Provides YARD and extended documentation support for Pry,ruby,2026-01-14 01:25:47.351051,t,f,0,t,pry-doc-1.7.0,"---
- MIT
",16153600,"--- []
",>= 2.0,atqf7AYrVEQcZETkT5TDReXIwK9JnWVOQNWlgesiLY4=,"",>= 0,,b8731249e3bc0053818bace92d4a8ae6,,78129,1.7,,247617,ruby,pry-doc-1.7.0,1wky2Phm5zVT01Fq94jHef47xwa0ywKi4Yzh+UoxpXI=
1952267,"Prateep Kul, Korakot Leemakdej",Generate Rails workflow from mind map: Freemind,1.0.0,167299,1980-01-02 00:00:00,2026-01-14 01:31:50.597288,Rails workflow from mind map: Freemind,ruby,2026-01-14 01:31:49.679448,t,f,0,t,jinda-1.0.0,"---
- MIT
",7174656,"--- []
",>= 3.3.0,e7xY+EGo7lu8Md6BEhW78HNOF6t3aOKBGFJ9kSgVcFU=,"""rubygems_mfa_required""=>""true""",>= 0,,d9b75d2afbf6589213c2c5cfba4e203d,,113826,1,,161940,ruby,jinda-1.0.0,HZKP6vMg1OOx4i0/wtq9WRul1bUYtcTOasIbD9E9C0U=
1952268,Jaryl Sim,"StandardId is an authentication engine that provides a complete, secure-by-default solution for identity management, reducing boilerplate and eliminating common security pitfalls.",0.2.1,237081,1980-01-02 00:00:00,2026-01-14 01:43:09.65588,"A comprehensive authentication engine for Rails, built on the security primitives introduced in Rails 7/8.",ruby,2026-01-14 01:43:08.914676,t,f,1,f,standard_id-0.2.1,"---
- MIT
",65024,"--- []
",>= 3.2,EffAOZjyjaEX+GGDTZvVDb7Fk6IznoQWSxoNxReJd7Q=,"""homepage_uri""=>""https://github.com/rarebit-one/standard_id"", ""changelog_uri""=>""https://github.com/rarebit-one/standard_id/blob/main/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/rarebit-one/standard_id""",>= 0,,4186fb3f278563639c4fe116f6779468,,238947,0.2.1,,244298,ruby,standard_id-0.2.1,adcrMn/vOoMuK3IBOyAejd84X4J9d5oVOPLvrfgDwiI=
1952269,Jaryl Sim,Extracted StandardId::Providers::Apple implementation packaged as a standalone gem so StandardId installations can opt into Sign in with Apple independently.,0.1.2,238824,1980-01-02 00:00:00,2026-01-14 01:43:39.979559,Apple Sign In provider plugin for the StandardId engine.,ruby,2026-01-14 01:43:39.342624,t,f,0,t,standard_id-apple-0.1.2,"---
- MIT
",10752,"--- []
",>= 3.2.0,J4UocuIGzMuYbEl3l9AXDxpveh5HdpeHCAqTBba5FaE=,"""homepage_uri""=>""https://github.com/rarebit-one/standard_id_apple"", ""changelog_uri""=>""https://github.com/rarebit-one/standard_id_apple/blob/main/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/rarebit-one/standard_id_apple""",>= 0,,a6c45967172b7d23e9d78c13d620d205,,238947,0.1.2,,244298,ruby,standard_id-apple-0.1.2,hC95EnBT34Pkpl1cGk6cPHBTMp5TYP8D5E0gYhfIxTo=
1952270,Jaryl Sim,Extracted StandardId::Providers::Apple implementation packaged as a standalone gem so StandardId installations can opt into Sign in with Apple independently.,0.1.2,238823,1980-01-02 00:00:00,2026-01-14 01:44:10.087781,Google Sign In provider plugin for the StandardId engine.,ruby,2026-01-14 01:44:09.536911,t,f,0,t,standard_id-google-0.1.2,"---
- MIT
",10240,"--- []
",>= 3.2.0,sqJ7ibQn9+w3D0M4eIEsNX7YVvbeZK48bP9iBFajjf4=,"""homepage_uri""=>""https://github.com/rarebit-one/standard_id_apple"", ""changelog_uri""=>""https://github.com/rarebit-one/standard_id_apple/blob/main/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/rarebit-one/standard_id_apple""",>= 0,,f9d0ed0348b2cd550114e4f13a50b5d3,,238947,0.1.2,,244298,ruby,standard_id-google-0.1.2,jWxrlc2JSOy5RRvGtiA4NMnmVZoOLEgnd6Ml+NDAu8A=
1952271,jsolas,"Adds support for sub-templates with arguments to ViewComponent, allowing components to have multiple templates in their sidecar directory.",0.1.1,239232,2026-01-14 00:00:00,2026-01-14 01:52:38.380102,Sub-templates functionality for ViewComponent,ruby,2026-01-14 01:52:37.79179,t,f,0,t,view_component_subtemplates-0.1.1,"---
- MIT
",10240,"--- []
",>= 3.1.0,RvV+STFNiqRGrpge74DVZJk21juqq0LLpV34Q5puQlY=,"""homepage_uri""=>""https://github.com/bukhr/view_component_subtemplates"", ""changelog_uri""=>""https://github.com/bukhr/view_component_subtemplates/blob/main/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/bukhr/view_component_subtemplates"", ""allowed_push_host""=>""https://rubygems.org""",>= 0,,6be58490aab166acd852a455d835f22e,,240662,0.1.1,,248530,ruby,view_component_subtemplates-0.1.1,jpJ82db3Q/JKa2kh8HJ8IzrjUN2Q7KH+8WcMS4zjP/U=
1952272,GitLab Engineering,"Auto-generated gRPC client for gitaly.
To publish new versions see https://gitlab.com/gitlab-org/gitaly/-/blob/master/doc/PROCESS.md#publishing-the-ruby-gem.",18.8.0.pre.rc44,156060,2026-01-14 00:00:00,2026-01-14 02:02:03.883515,Auto-generated gRPC client for gitaly,ruby,2026-01-14 02:02:02.594315,t,t,2,f,gitaly-18.8.0.pre.rc44,"---
- MIT
",54272,"--- []
",>= 0,zB+aLT7IFLbmeR5vQ691v1A/JtaeqqlBeJyX7RgFGtI=,"""homepage_uri""=>""https://gitlab.com/gitlab-org/gitaly"", ""bug_tracker_uri""=>""https://gitlab.com/gitlab-org/gitaly/-/issues"", ""source_code_uri""=>""https://gitlab.com/gitlab-org/gitaly/-/tree/master/proto"", ""documentation_uri""=>""https://gitlab-org.gitlab.io/gitaly""",>= 0,,72bbfafe6a0a0530e3fb5f7549bd6ccd,,113001,18.8.pre.rc.44,,181436,ruby,gitaly-18.8.0.pre.rc44,0kDks5tUBHSToleUpESiOnW1Y7r6xZG1n2L7d0VyaMY=
1952273,"Tiger Watson, Timo Furrer, Taka Nishida",,18.8.0.pre.rc44,231217,2026-01-14 00:00:00,2026-01-14 02:06:33.869297,Auto-generated gRPC client for KAS,ruby,2026-01-14 02:06:33.051019,t,t,2,f,gitlab-kas-grpc-18.8.0.pre.rc44,"---
- MIT
",11264,"--- []
",>= 3.1,nCQ2ZOLN3fg1HE3mAgQwFSncCTJbn5oEs0/k8QBsdsw=,"""homepage_uri""=>""https://gitlab.com/gitlab-org/cluster-integration/gitlab-agent"", ""bug_tracker_uri""=>""https://gitlab.com/gitlab-org/cluster-integration/gitlab-agent/-/issues"", ""source_code_uri""=>""https://gitlab.com/gitlab-org/cluster-integration/gitlab-agent/-/tree/master"", ""documentation_uri""=>""https://gitlab.com/gitlab-org/cluster-integration/gitlab-agent/-/tree/master/doc""",>= 0,,7efff889e7f24c52334006660e95abb9,,113001,18.8.pre.rc.44,,212915,ruby,gitlab-kas-grpc-18.8.0.pre.rc44,kJvhf6Qp5ILFt4Ob0qJPPHBtBv2BcU7CC8Ufb7CkluU=
1952274,vivek-appscms,,5.2.5,198456,2026-01-14 00:00:00,2026-01-14 02:06:55.082014,Appscms theme for all tools,ruby,2026-01-14 02:06:53.569759,t,f,5,f,appscms-tools-theme-5.2.5,"---
- MIT
",4608,"--- []
",>= 0,5NY6QkntSKqHS2JiGnI+jQyGh7Nw7cDjGpBKsrlxRfE=,"",>= 0,,b412b68da5cc248cfdcd429976102a00,,152974,5.2.5,,175407,ruby,appscms-tools-theme-5.2.5,hmr2DiAIZw3xiqpEjGoB+vc1ujVlMgJPD6b/KLgHq3U=
1952275,nu12,"Yet Another Authentication Gem (YAAG) provides passwordless authentication for your Ruby on Rails app, all it takes is the user's e-mail address.",0.3.0,238871,2026-01-14 00:00:00,2026-01-14 02:08:04.5707,Passwordless authentication for your Ruby on Rails app.,ruby,2026-01-14 02:08:03.974119,t,f,1,f,yaag-0.3.0,"---
- MIT
",10240,"--- []
",>= 3.0.0,Hljn874EfBqd8EMc7Dy9sldOJCZvj5vY6V8G0XtzHEM=,"""homepage_uri""=>""https://github.com/nu12/yaag"", ""source_code_uri""=>""https://github.com/nu12/yaag""",>= 0,,c22e41104b2a99b995459d9316f56cca,,118345,0.3,,248292,ruby,yaag-0.3.0,0EuiQ/AU3qAZfhNp880+KADm/VkAerSMa5w7jhKDrXU=
1952276,"kalashnikovisme, moshiaan",Tramway Rails Engine,2.2.1,167285,2026-01-14 00:00:00,2026-01-14 02:20:54.497227,Tramway Rails Engine,ruby,2026-01-14 02:20:53.69874,t,f,10,f,tramway-2.2.1,"---
- MIT
",45056,"--- []
",>= 0,uFTb8b3lAbVkbfuRud+aMBsT0KNjRFxO3DG7hpOjBNQ=,"""homepage_uri""=>""https://github.com/purple-magic/tramway"", ""changelog_uri""=>""https://github.com/purple-magic/tramway"", ""source_code_uri""=>""https://github.com/purple-magic/tramway""",>= 0,,3b9da35aca0913c1e7553ed929c2e57b,,73320,2.2.1,,238367,ruby,tramway-2.2.1,gW4Bm5Gy5obUmxsUx3xmlx9AWWC+bsVMlran9dLccfI=
1952277,Stephane Paquet,"MailCatcher NG brings the beloved MailCatcher into the modern era: fast, reliable SMTP catching with a stunning real-time interface, updated dependencies, and powerful email inspection features
",1.5.2,239183,1980-01-02 00:00:00,2026-01-14 02:21:24.960194,Modernized MailCatcher – catches emails via SMTP and displays them in a clean web interface,ruby,2026-01-14 02:21:24.233461,t,f,0,t,mailcatcher-ng-1.5.2,"---
- MIT
",246784,"--- []
",>= 3.2,DXtLvjckw7Yww/mze5Op6vNZi9jIyDcaFzE00tXDEVo=,"""homepage_uri""=>""https://spaquet.github.io/mailcatcher/"", ""changelog_uri""=>""https://github.com/spaquet/mailcatcher/blob/main/CHANGELOG.md"", ""bug_tracker_uri""=>""https://github.com/spaquet/mailcatcher/issues"", ""source_code_uri""=>""https://github.com/spaquet/mailcatcher"", ""rubygems_mfa_required""=>""true""",>= 0,,15d73cbeaa7cfdb3989dd5d9549e9733,,179232,1.5.2,,248379,ruby,mailcatcher-ng-1.5.2,TSZwkGrF3ekBW2XFiWbquzaaX8eBPAOWPYJyOZ5J8Q8=
1952278,Matt Kelly,Ruby gem that introspects ActiveRecord models and generates TypeScript files with Zod schemas for type-safe frontend validation,0.1.4,239239,2026-01-14 00:00:00,2026-01-14 02:23:38.941755,Generate Zod schemas from ActiveRecord models,ruby,2026-01-14 02:23:38.269147,t,f,0,t,zod_rails-0.1.4,"---
- MIT
",563712,"--- []
",>= 3.2.0,nIumEGHdWSrDSFdh0jeqmNvj+wfeGdSNLreG2i4SD4Q=,"""homepage_uri""=>""https://github.com/mathisto/zod_rails"", ""changelog_uri""=>""https://github.com/mathisto/zod_rails/blob/main/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/mathisto/zod_rails"", ""rubygems_mfa_required""=>""true""",>= 0,,2636c2d93854057390410ce55b424852,,,0.1.4,,248579,ruby,zod_rails-0.1.4,JwleJeHU8yAonVnfNTUXtE+TD5Rzsm4Ukz8TceCYuEw=
1952279,nu12,"Yet Another Authentication Gem (YAAG) provides passwordless authentication for your Ruby on Rails app, all it takes is the user's e-mail address.",0.4.0,238871,2026-01-14 00:00:00,2026-01-14 02:24:30.952358,Passwordless authentication for your Ruby on Rails app.,ruby,2026-01-14 02:24:30.389716,t,f,0,t,yaag-0.4.0,"---
- MIT
",10240,"--- []
",>= 3.0.0,MDnikSH0V6kAVBkUurXNY04GL11aZPs0vie8cCdsWuY=,"""homepage_uri""=>""https://github.com/nu12/yaag"", ""source_code_uri""=>""https://github.com/nu12/yaag""",>= 0,,7b30cafc001165a743c12e8f0a98a86b,,118345,0.4,,248292,ruby,yaag-0.4.0,YLJgz2VPPpVmlA2wK5JFsistontAf6u4VN6vrNiofOw=
1952280,Andrew Bromwich,Transform HTML into PDF/PNG/JPEG using Google Puppeteer/Chromium,1.2.5,176225,2026-01-14 00:00:00,2026-01-14 02:34:40.055086,"A Ruby gem to transform HTML into PDF, PNG or JPEG by wrapping the NodeJS Google Puppeteer driver for Chromium",ruby,2026-01-14 02:34:39.328422,t,f,1,f,grover-1.2.5,"---
- MIT
",16384,"--- []
",">= 3.0.0, < 4.1.0",9c9SwyIite3Zkbb8wv3p+QxZHj3LNXioUE1Z7W+2Frk=,"""allowed_push_host""=>""https://rubygems.org"", ""rubygems_mfa_required""=>""true""",>= 0,,97c7149a647f307e1494c26716a834cb,,102653,1.2.5,,102148,ruby,grover-1.2.5,95arOGTjR210NZ9tl+Wtyioqg7RvOHxtII6SQ7uOJLc=
1952281,Sam Pohlenz,Seamlessly integrates TinyMCE into the Rails asset pipeline introduced in Rails 3.1.,8.3.2,44733,1980-01-02 00:00:00,2026-01-14 02:35:16.342492,Rails asset pipeline integration for TinyMCE.,ruby,2026-01-14 02:35:15.190011,t,f,0,t,tinymce-rails-8.3.2,"---
- GPL-2.0-or-later
",1265664,"--- []
",>= 0,5QEt6TVq9OjsligdbmpYsTLLo+OP21HxcBy5M+KxKeQ=,"",>= 0,,7a744e35df6b07ed0fc36a5c0f8ebc18,,,8.3.2,,248580,ruby,tinymce-rails-8.3.2,xH+th0tWfmaAHwveCuH0BbauHT5qStLm5wxgJjH/2YM=
1952282,vivek-appscms,,5.2.6,198456,2026-01-14 00:00:00,2026-01-14 02:37:01.076484,Appscms theme for all tools,ruby,2026-01-14 02:36:59.120064,t,f,4,f,appscms-tools-theme-5.2.6,"---
- MIT
",30504448,"--- []
",>= 0,uE+l9yMKly10FrBoaD7De9LyCUgfzPd/jYOrglL+KHs=,"",>= 0,,ebd451ac149385953d311000795d1c6b,,152974,5.2.6,,175407,ruby,appscms-tools-theme-5.2.6,kmcB2BXCv8Q8yEqUeg1jEM5bdczi8nh03Ikj1nKf204=
1952283,Friedrich Ewald,"Command line tool for tracking achievments, tasks and interactions.

You can add work items, view them and run a webserver to share them with other people,
for example via screen sharing.

This tool is designed to run in a terminal completely local without sharing any data with
any other service. No telemetry, no tracking, no data sharing of any kind.
",0.3.23,234288,1980-01-02 00:00:00,2026-01-14 02:43:04.921559,"Command line tool for tracking achievments, tasks and interactions.",ruby,2026-01-14 02:43:04.116622,t,f,1,f,fewald-worklog-0.3.23,"---
- MIT
",37376,"--- []
",>= 3.4.0,5HAxdxFBzTbYARA7KehAJ5HtWLrO+Zzsm7yfLTcpu5A=,"""documentation_uri""=>""https://f-ewald.github.io/worklog"", ""rubygems_mfa_required""=>""true""",>= 0,,ca343e02129c77c420ad0cf9fd832cd4,,178917,0.3.23,,234461,ruby,fewald-worklog-0.3.23,0JdWTwhHge3ij8zuLXyQkecv6j8B+MdbOwixgxD19oo=
1952284,Peter H. Boling,"🌴 TreeHaver is a cross-Ruby adapter for many AST parsing libraries; supporting MRI Ruby, JRuby, & TruffleRuby. Provides unified parsing API & AST when using ruby_tree_sitter, parslet, citrus, ffi, tree_stump (Rust), JRuby JARs, etc. As Faraday is to HTTP clients, this is for ASTs: 'Learn once & write once & run anywhere'",5.0.2,238685,1980-01-02 00:00:00,2026-01-14 03:06:11.072952,"🌴 Cross-Ruby adapter for AST parsing libraries, like tree-sitter, citrus, & parslet; works on MRI, JRuby, and TruffleRuby",ruby,2026-01-14 03:06:10.380224,t,f,0,t,tree_haver-5.0.2,"---
- MIT
",178176,"--- []
",>= 3.2.0,mS8vW5IMTx5trTwn/50AmQ914WmcFx2Tok4qhYa8sfA=,"""news_uri""=>""https://www.railsbling.com/tags/tree_haver"", ""wiki_uri""=>""https://github.com/kettle-rb/tree_haver/wiki"", ""discord_uri""=>""https://discord.gg/3qme4XHNKN"", ""funding_uri""=>""https://github.com/sponsors/pboling"", ""homepage_uri""=>""https://tree-haver.galtzo.com/"", ""changelog_uri""=>""https://github.com/kettle-rb/tree_haver/blob/v5.0.2/CHANGELOG.md"", ""bug_tracker_uri""=>""https://github.com/kettle-rb/tree_haver/issues"", ""source_code_uri""=>""https://github.com/kettle-rb/tree_haver/tree/v5.0.2"", ""documentation_uri""=>""https://www.rubydoc.info/gems/tree_haver/5.0.2"", ""rubygems_mfa_required""=>""true""",>= 0,,76dbadb96db68d06b25db0d7903cf6bc,,509,5.0.2,"-----BEGIN CERTIFICATE-----
MIIEgDCCAuigAwIBAgIBATANBgkqhkiG9w0BAQsFADBDMRUwEwYDVQQDDAxwZXRl
ci5ib2xpbmcxFTATBgoJkiaJk/IsZAEZFgVnbWFpbDETMBEGCgmSJomT8ixkARkW
A2NvbTAeFw0yNTA1MDQxNTMzMDlaFw00NTA0MjkxNTMzMDlaMEMxFTATBgNVBAMM
DHBldGVyLmJvbGluZzEVMBMGCgmSJomT8ixkARkWBWdtYWlsMRMwEQYKCZImiZPy
LGQBGRYDY29tMIIBojANBgkqhkiG9w0BAQEFAAOCAY8AMIIBigKCAYEAruUoo0WA
uoNuq6puKWYeRYiZekz/nsDeK5x/0IEirzcCEvaHr3Bmz7rjo1I6On3gGKmiZs61
LRmQ3oxy77ydmkGTXBjruJB+pQEn7UfLSgQ0xa1/X3kdBZt6RmabFlBxnHkoaGY5
mZuZ5+Z7walmv6sFD9ajhzj+oIgwWfnEHkXYTR8I6VLN7MRRKGMPoZ/yvOmxb2DN
coEEHWKO9CvgYpW7asIihl/9GMpKiRkcYPm9dGQzZc6uTwom1COfW0+ZOFrDVBuV
FMQRPswZcY4Wlq0uEBLPU7hxnCL9nKK6Y9IhdDcz1mY6HZ91WImNslOSI0S8hRpj
yGOWxQIhBT3fqCBlRIqFQBudrnD9jSNpSGsFvbEijd5ns7Z9ZMehXkXDycpGAUj1
to/5cuTWWw1JqUWrKJYoifnVhtE1o1DZ+LkPtWxHtz5kjDG/zR3MG0Ula0UOavlD
qbnbcXPBnwXtTFeZ3C+yrWpE4pGnl3yGkZj9SMTlo9qnTMiPmuWKQDatAgMBAAGj
fzB9MAkGA1UdEwQCMAAwCwYDVR0PBAQDAgSwMB0GA1UdDgQWBBQE8uWvNbPVNRXZ
HlgPbc2PCzC4bjAhBgNVHREEGjAYgRZwZXRlci5ib2xpbmdAZ21haWwuY29tMCEG
A1UdEgQaMBiBFnBldGVyLmJvbGluZ0BnbWFpbC5jb20wDQYJKoZIhvcNAQELBQAD
ggGBAJbnUwfJQFPkBgH9cL7hoBfRtmWiCvdqdjeTmi04u8zVNCUox0A4gT982DE9
wmuN12LpdajxZONqbXuzZvc+nb0StFwmFYZG6iDwaf4BPywm2e/Vmq0YG45vZXGR
L8yMDSK1cQXjmA+ZBKOHKWavxP6Vp7lWvjAhz8RFwqF9GuNIdhv9NpnCAWcMZtpm
GUPyIWw/Cw/2wZp74QzZj6Npx+LdXoLTF1HMSJXZ7/pkxLCsB8m4EFVdb/IrW/0k
kNSfjtAfBHO8nLGuqQZVH9IBD1i9K6aSs7pT6TW8itXUIlkIUI2tg5YzW6OFfPzq
QekSkX3lZfY+HTSp/o+YvKkqWLUV7PQ7xh1ZYDtocpaHwgxe/j3bBqHE+CUPH2vA
0V/FwdTRWcwsjVoOJTrYcff8pBZ8r2MvtAc54xfnnhGFzeRHfcltobgFxkAXdE6p
DVjBtqT23eugOqQ73umLcYDZkc36vnqGxUBSsXrzY9pzV5gGr2I8YUxMqf6ATrZt
L9nRqA==
-----END CERTIFICATE-----
",236295,ruby,tree_haver-5.0.2,MBEBNB0aZvoAx5NjtMYfqYEWOkE+T+3gSz5nhmyN/Vc=
1952285,vivek-appscms,,5.2.7,198456,2026-01-14 00:00:00,2026-01-14 03:26:04.451056,Appscms theme for all tools,ruby,2026-01-14 03:26:02.680013,t,f,3,f,appscms-tools-theme-5.2.7,"---
- MIT
",30504448,"--- []
",>= 0,CCNPSEjmoqAIdUB5YQGPVFm09QkeEF0Tqe8CvDOVuhA=,"",>= 0,,384a192afbcf7b182a2e8e7bea8e0d96,,152974,5.2.7,,175407,ruby,appscms-tools-theme-5.2.7,HVUUyNuT3nqKGiPZPdBP9/WBggAfRSBdXqYSOrf695U=
1952286,Germán Alberto Giménez Silva,"A native GIS raster engine for Ruby built on libgd. Render maps, GeoJSON, heatmaps and tiles.",0.2.6,239086,1980-01-02 00:00:00,2026-01-14 03:39:43.605408,Geospatial raster rendering for Ruby using libgd,ruby,2026-01-14 03:39:42.909403,t,f,2,f,libgd-gis-0.2.6,"---
- MIT
",13824,"--- []
",>= 3.3,/lsnSO1KIpPMwMEqa+TWk3bRFMOd+ahQcIe6vo7Wmwg=,"",>= 0,,d6ca4ff22076f6b5fe1c2b15c3d06391,,231466,0.2.6,,248581,ruby,libgd-gis-0.2.6,f92aUPaKtOEWQ5HAG0ToTrZuqNMxKpW8qHM5LKC3HKc=
1952287,Sanif Himani,"Beautiful, zero-config documentation sites. Built with Ruby.",0.8.0,237962,1980-01-02 00:00:00,2026-01-14 03:52:14.99592,Documentation generator for Ruby,ruby,2026-01-14 03:52:14.290603,t,f,1,f,docyard-0.8.0,"---
- MIT
",580096,"--- []
",>= 3.2.0,9y4oob92yvh5vdcU6pk1hoX2SUgyDvnjFONNsqihplk=,"""homepage_uri""=>""https://github.com/sanifhimani/docyard"", ""source_code_uri""=>""https://github.com/sanifhimani/docyard"", ""allowed_push_host""=>""https://rubygems.org"", ""rubygems_mfa_required""=>""true""",>= 0,,64f3851554ef62d2ee5e47f379438fa6,,179204,0.8,,244709,ruby,docyard-0.8.0,nO9CpM5noyFef5tw8unHohT5Ih6GoE2nGkptIX7w/Ag=
1952288,"kalashnikovisme, moshiaan",Tramway Rails Engine,2.2.1.1,167285,2026-01-14 00:00:00,2026-01-14 04:04:08.958252,Tramway Rails Engine,ruby,2026-01-14 04:04:08.222752,t,f,9,f,tramway-2.2.1.1,"---
- MIT
",45056,"--- []
",>= 0,jetVluiYDwCfhM8IVdKlBpdzKD+PkZKmM75vGtcfHJ8=,"""homepage_uri""=>""https://github.com/purple-magic/tramway"", ""changelog_uri""=>""https://github.com/purple-magic/tramway"", ""source_code_uri""=>""https://github.com/purple-magic/tramway""",>= 0,,3b3ea2c7c3ee147e5905a193cff981eb,,73320,2.2.1.1,,238367,ruby,tramway-2.2.1.1,9RfytbUAQARfq29Lu+TyIybuTnBw07x+Tqh5ZCms+B8=
1952289,"kalashnikovisme, moshiaan",Tramway Rails Engine,2.2.1.2,167285,2026-01-14 00:00:00,2026-01-14 04:11:39.124351,Tramway Rails Engine,ruby,2026-01-14 04:11:38.323369,t,f,8,f,tramway-2.2.1.2,"---
- MIT
",45056,"--- []
",>= 0,MUayKdrUNqeUw8u6n8tZaWSWU2g7i/uUVC7xZtbpAgw=,"""homepage_uri""=>""https://github.com/purple-magic/tramway"", ""changelog_uri""=>""https://github.com/purple-magic/tramway"", ""source_code_uri""=>""https://github.com/purple-magic/tramway""",>= 0,,58ce8b4c4c4365713d5126d521665498,,73320,2.2.1.2,,238367,ruby,tramway-2.2.1.2,uYEfo79MCNhV0gbVnB09UUKceLMB6SutstRVTMKi4+M=
1952290,Jake Bottrall,Riffer is a comprehensive Ruby framework designed to simplify the development of AI-powered applications and agents. It provides a complete toolkit for integrating artificial intelligence capabilities into your Ruby projects.,0.6.0,238771,1980-01-02 00:00:00,2026-01-14 04:27:24.010631,The all-in-one Ruby framework for building AI-powered applications and agents.,ruby,2026-01-14 04:27:23.259958,t,f,1,f,riffer-0.6.0,"---
- MIT
",18944,"--- []
",>= 3.2.0,aNA4Ajwbd6DwGkMacKTcV+PA0Ew5jfVUauyX2d7LYCQ=,"""homepage_uri""=>""https://riffer.ai"", ""changelog_uri""=>""https://github.com/janeapp/riffer/blob/main/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/janeapp/riffer"", ""allowed_push_host""=>""https://rubygems.org""",>= 0,,32d675fc64fc2b24d75a9b360dfc311c,,,0.6,,248582,ruby,riffer-0.6.0,g8hYyM+3ymo0gZlnbzIO8oCciBchRPc5KJI2q2o4zrA=
1952291,Katalyst Interactive,,3.1.1,208724,1980-01-02 00:00:00,2026-01-14 04:27:46.003696,Rich content page builder and editor,ruby,2026-01-14 04:27:45.011183,t,f,0,t,katalyst-content-3.1.1,"---
- MIT
",74240,"--- []
",>= 3.3,Hlz7OpfjgK2X/pnHPJm7ZV9XDwDwznNnl9ZEO+kiNQQ=,"""rubygems_mfa_required""=>""true""",>= 0,,37688286187afea38d30beeb4b88116b,,,3.1.1,,248583,ruby,katalyst-content-3.1.1,TcIV47xNH1/IG05aZQru1dP7AtO0AhmoaCyXBJCZbDE=
1952292,windy,OpenClacky is a Ruby CLI tool for interacting with AI models via OpenAI-compatible APIs. It provides chat functionality and autonomous AI agent capabilities with tool use.,0.5.2,239194,1980-01-02 00:00:00,2026-01-14 04:29:42.526965,"A command-line interface for AI models (Claude, OpenAI, etc.)",ruby,2026-01-14 04:29:41.866407,t,f,4,f,openclacky-0.5.2,"---
- MIT
",59904,"--- []
",>= 3.1.0,DB41lBnW8GT6a1anOrHAIwAVGtTeD3EUGIlCtD7iN9c=,"""homepage_uri""=>""https://github.com/yafeilee/clacky"", ""changelog_uri""=>""https://github.com/yafeilee/clacky/blob/main/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/yafeilee/clacky""",>= 0,,c6bfcc15d6564050eed79e5eca17345a,,51755,0.5.2,,248401,ruby,openclacky-0.5.2,GuB3+Yt+4+0dI00x/oKgHU49AUgiPpL/q5e6NhLfACw=
